category,title,coverageDynasty,displayMaterials,displayMeasurements,subject,description,formatImage,creatorAuthor,sourceLocation
绘画,仇英人物故事图册,明,绢,纵41.4cm，横33.8cm。,人物,全册共十开，内容取材于历史故事、寓言传说、文人轶事和诗文寓意，具体为子路问津、明妃出塞、贵妃晓妆、南华秋水、吹箫引凤、高山流水、竹院品古、松林六逸、浔阳琵琶、捉柳花图等。这些题材历史上常被画家描绘，但仇英在作品立意、形象塑造和笔墨表现等方面，都注入了自己的才思和技巧，显示出鲜明的个性风格。作品主题明确，构思巧妙，不仅人物活动的细节刻画具体明晓，而且注意环境气氛的烘托，使每幅画页都有很强的观赏性。如“贵妃晓妆”页，以杨贵妃清晨在华清宫端正楼对镜理髻为中心，将宫女奏乐、采花和携琵琶等情节同现于一个画面，集中表现了贵妃爱牡丹、喜簪花、善声乐、好打扮的习性，也概括反映了贵妃奢华纵乐的生活内容。又如“高山流水”页，取材于伯牙鼓琴的故事，在描绘俞伯牙草亭弹琴，钟子期拾阶而上，知音相遇的具体情节同时，布置了高山飞瀑、松林流水的静谧清幽环境，形象地表达了高山流水的音乐内容，也衬托出人物的高雅情操，以象征性手法营造出了一个情景交融的臻境。此图册运用工笔重彩法。人物情态描绘得细腻精微，文人举止高雅潇洒，仕女容貌端庄娟美。建筑器皿工整精细，山石树木形态各具。笔致工细而不板滞，流畅自然，刚柔相济。敷色艳丽，又多和色，整体色调和谐、清雅。作品具有雅俗共赏的艺术效果，是仇英对唐宋工笔重彩法的创新和发展。,https://img.dpm.org.cn/Uploads/Picture/dc/907.jpg,仇英,故宫博物院
绘画,仇英临溪水阁图页,明,绢,纵41.1cm，横33.8cm。,山水,本幅款署：“仇英实父制。”钤“实父”印。收藏印钤“诚府珍赏”、“庞莱臣珍赏印”2方。仇英“初为漆工，兼为人彩绘栋宇，后徙而业画，工人物楼阁。”或许是出身的关系，其笔下的楼阁多用界笔，刻画精工，但与纯界画不同的是，仇英的绘画技艺同时受到职业画师和文人画家的双重影响。此幅亦是将文人山水与界笔水阁巧妙结合的作品，追求含蓄蕴藉的格调，着意塑造文人高士所欣赏的艺术形象。庞莱臣，即庞元济（1864—1949年），字莱臣，号虚斋，浙江吴兴南浔人。父为南浔巨富，他继承家业，兴办实业，从清光绪二十一年（1895年）起，与人合资开设世经缫丝厂、通益公纱厂、龙章机器造纸有限公司以及米行、酱园、酒坊、药店等企业，还置有房地产。性喜收藏文物，因雄有资财，富甲一方，又精于鉴赏，逐渐成为全国著名的收藏家。其藏品有铜器、瓷器、书画、玉器等，尤以书画最精，多是唐宋以迄明清名家流传有绪的珍品真迹。编有《虚斋名画录》20卷，《续录》4卷。他亦精书法绘画，山水画法近仿倪云林，远习宋董源、巨然，花卉则以恽南田为宗，称妙一时。界笔是中国古代建筑、家具、舟车画中描绘直线的工具。是一个圆形笔套，作画时将毛笔放在套里，只露出毫尖，然后将其靠在直尺上移动，毫尖露出的长短决定线条的粗细，这样画出的墨线就又匀又直了。指依靠界笔直尺划线的绘画。以宫室、楼台、屋木等建筑为表现对象，又称“宫室”、“屋木”。亦称“士夫画”，泛指中国古代社会中文人、士大夫创作的绘画，以区别于民间和宫廷绘画，在北宋经苏轼、文同等人倡导，遂大行其道。文人画多取材于山水、花鸟，标举“士气”，讲求笔墨情趣，强调神韵，并重视文学修养，对绘画中意境的表达以及水墨写意等技法的发展有相当大的影响。,https://img.dpm.org.cn/Uploads/Picture/dc/9106[1024].jpg,仇英,故宫博物院
绘画,仇英归汾图卷,明,绢,纵26.9cm，横124cm。,山水,图绘山西汾河流域风景。垂柳成行，百姓生活点缀其间。景色疏旷清远，线条细劲简练，笔法在刻意中见疏放，可见赵孟頫、文徵明画法的影响。本幅自识：“仇英实父制”，钤“仇英”朱文印。后幅有傅山、陈九德、邓黻、周天球、彭年诸家题跋。本幅钤鉴藏印“翟枢秘玩”。赵孟頫（音fǔ）（1254—1322年），元代画家、书法家，字子昂，号松雪、水精宫道人，吴兴（今浙江省湖州市）人。宋宗室，14岁时以父荫补真州司户参军，入元出仕，曾任翰林侍读学士、荣禄大夫等职，卒赠魏国公，谥文敏。他对诗文音律无所不通，书画造诣极为精深，乃元代的画坛领袖。其绘画取材广泛，技法全面，山水、人物、花鸟无不擅长。他倡导复古，强调“书画同源”，主张师法自然。书法钟繇、二王、李邕、宋高宗赵构以及历代诸家，篆、隶、真、草各臻神妙。其绘画、书风和书学主张对当代及后世影响巨大而深远。家世武弁，自祖父起始以文显，父文林曾任温州永嘉知县。他幼习经籍诗文，喜爱书画，文师吴宽，书法学李应祯，绘画宗沈周。少时即享才名，与祝允明、唐寅、徐祯卿并称“吴中四才子”。然在科举道路上却很坎坷，从弘治乙卯（1495年）26岁到嘉靖壬午（1522年）53岁，十次应举均落第，直至54岁才受荐以贡生进京，待诏翰林院。四年中目睹官场腐败，一再乞归，57岁回归故里，潜心诗文书画。他通晓各科绘画之艺，擅长各种细粗之法，其目力和控笔能力极佳，80多岁时还能十分流利地书写蝇头小楷竟日不倦。绘画上与沈周共创“吴派”，又与沈周、唐寅、仇英并称“吴门四家”。书法上与祝允明、王宠并誉为“吴中三家”。文徵明的绘画兼善山水、兰竹、人物、花卉诸科，尤精山水。早年师事沈周，后致力于赵孟頫、王蒙、吴镇三家，自成一格。画风呈粗、细两种面貌。粗笔源自沈周、吴镇，兼取赵孟頫古木竹石法，笔墨苍劲淋漓，又带干笔皴擦和书法飞白，于粗简中见层次和韵味；细笔取法赵孟頫、王蒙，布景繁密，较少空间纵深，造型规整，时见棱角和变形，用笔细密，稍带生涩，于精熟中见稚拙。设色多青绿重彩，间施浅绛，于鲜丽中见清雅。这路细笔山水属本色画，具装饰性、抒情味、稚拙感、利家气诸特征，也奠定了“吴派”的基本特色。文徵明是继沈周之后的吴门画派的领袖，门人、弟子众多，形成当时吴门地区最大的绘画流派。傅山（1607—1684年），字青主，号朱衣道人等，阳曲（今山西太原）人。明亡后隐居不仕，以行医为生。清康熙十七年（1678年）举博学鸿词科，强征至京，以死拒，放归。能绘画，精医学。书法篆、隶、真、行、草无所不精，以草书最富特色，笔力雄奇恣肆，追求生拙真率的艺术境界，是清初书坛大家。有《霜红龛集》行世。《清史稿》列传二百八十八有传。周天球（1514—1595年），字公瑕，号幼海，又号六止居士，长洲（今江苏苏州）人。诸生。少游文徵明门下，学习书法。文徵明称赞他：“他日得吾笔者，周生也。”能画兰，善篆古隶行楷。晚年能自辟蹊径，吴中丰碑大碣，咸出其手。彭年（1505—1566年），字孔嘉，号隆池山樵，长洲（今江苏苏州）人。少与文徵明游，以词翰名世，人称长者。著有《隆池山樵集》。,https://img.dpm.org.cn/Uploads/Picture/2017/03/31/s58de0e94c0034.jpg,仇英,故宫博物院
绘画,仇英兰亭图扇页,明,金笺,纵21.5cm，横31.2cm。,人物,本幅无仇英款印，根据作品画风及画心右上项元汴的二方鉴藏印定为仇氏之作。图中以工笔重彩描绘王羲之在兰亭水阁观鹅、赏鹤的情景。在尺幅之间构图繁密，笔墨精谨，其中岩泉迴转，虬松垂柳、春花翠竹点缀着园囿。人物形象儒雅，巾带飘逸，院中的家僮或携琴，或烹茶，他们的行为衬托出主人清高自得的精神世界和生活情趣。对开有明代书法家丰坊于嘉靖甲子（1564年）为项元汴《临王羲之帖》二则。项元汴（1524—1590年），明嘉兴（今浙江省嘉兴）人，字子京，号墨林山人，别号香岩居士、鸳鸯湖长、退密斋主人，收藏家、画家。富藏书画等古名物，在明代私家收藏中堪称巨擘。精鉴赏。常见主要印记有“项元汴印”、“子京”、“檇李项氏世家珍玩”、“神品”等。出身名门，官至右军将军、会稽内史，故又称“王右军”。他早年以卫夫人（铄）为师，后来草书学张芝，正书则取法钟繇，自出机杼，推陈出新，创出妍美流变的书体，取代了以往古拙质朴的书风，自成一家。评者谓其草书浓纤折衷，真书势巧形密，行书遒媚劲健，千变万化，而体势自然。对我国书法艺术的发展具有继往开来的巨大贡献，对日本书法界也有深刻影响．有“书圣”之誉。所书《兰亭序》尤脍炙人口，被称为天下行书第一。传世唐代摹本有《兰亭序》、《快雪时晴帖》、《丧乱帖》、《上虞帖》等，刻本有《乐毅论》、《十七帖》以及唐僧怀仁集王书的《圣教序》等。丰坊（1492—1563年），初名坊，字人叔，一字存礼，更名道生，更字人翁，号南禺外史，鄞县（今浙江宁波）人。举乡试第一，明嘉靖二年（1523年）进士。官礼部主事。博学工文，而性狂诞。家藏古碑帖甚富，临摹几可乱真。兼工书法、篆刻，擅诸体书，尤长于草书。著《书诀》。,https://img.dpm.org.cn/Uploads/Picture/dc/23847.jpg,仇英,故宫博物院
绘画,《饮饲图》卷,元,,纵29.7厘米，横189.5厘米,,此画装裱为手卷形式，画中共有九马五人，描绘的应该是官府里负责养马的机构日常工作情况。???????鞍马是元代绘画中非常重要的题材，许多名家都有佳作传世，在此方面，任仁发的功力超越众人，足以与赵孟分庭抗礼。当时人认为他的笔法直追李公麟。他的画风清逸自然，有时更借着画马讽喻时事。在任仁发的影响下，他的几个儿子和孙子也都擅长画鞍马人物。????????在历史上，任仁发作为一名水利学家的影响不下于作为画家。他早年从事海路运输管理，因为维护修复大都（今北京）水闸及疏浚水道有功，升任都水少监，后来曾先后主持修治浙西吴松江、大都通惠河等工程，并且撰写了《浙西水利议答录》、《开江议》等关于水利建设的名篇。（?撰文：陈煜?),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201011181518198879.jpg,任仁发,中国国家博物馆
绘画,任仁发二马图卷,元,绢,纵28.8cm，横142.7cm。,花鸟,元朝任仁发的《二马图》卷，是一幅有着明确讽刺内容的绘画作品，而且含义十分尖锐，下面试解释画面一二。画面很简单，画幅前边是一匹壮实、膘肥肉厚的花马，昂首，踏着轻快的碎步，尾巴扬起飘动，显得自在得意。随在这匹马后边的则是一匹骨瘦如柴的马，条条肋骨清晰可见，它低着头，步履蹒跚，尾巴卷缩着，显出吃力疲惫之态。画家以极其写实的手段，采用勾勒的笔法，描画了马匹的轮廓，线条极富表现力，然后赋以色泽，颇具唐人画马的传统。如果单纯从画面来看，画中描绘的只是两匹马，我们似乎不会感到这是一幅讽刺绘画，但是结合画幅后面作者自己的题记来看，其实它是对当时官场乃至社会的种种腐败黑暗提出了强烈的批评。只不过采用了隐喻、拟人的手法，曲折地表明了画家的态度和观点。这大概也是画家所处的时代决定的，因为像《二马图》这样的作品，当时除去作者本人以外，能看到的人可以说不会很多，这样的绘画活动仅仅只能算是个人行为，不会像现在的漫画作品能够发表于报刊上，影响面十分广大，变成了一种社会行为。这幅并无任何其他背景和道具的《二马图》卷，看似简单，其实寓意深刻。内容的关键在于画幅后面画家任仁发自己题写的一段文字。他在跋语中先叙述了所画的肥、瘦二马：“肥者骨骼權奇，縈一索而立峻坡，雖有厭飫芻豆之榮，寧無羊腸踣蹶之患。瘠者皮毛剝落，齧枯草而立風霜，雖有終身擯斥之狀，而無晨馳夜秣之勞。”在写完对两匹马的评语后，作者笔锋一转，进一步议论道：“世之士大夫，廉濫不同，而肥瘠系焉。能瘠一身而肥一國，不失其爲廉；苟肥一己而瘠萬民，豈不貽淤濫之恥歟？”看了这段跋语，我们才恍然大悟，原来任仁发是借用两匹马来评论官场的得失利弊。他将画中的肥马比喻成为官不正的贪官，他们吸食民脂民膏，故而肥壮；又将画中的瘦马比喻为廉明勤政的清官，因为忙于政务而累得皮毛剥落，骨瘦如柴。然后作者表明了应当以前者为戒、以后者为榜样的态度。明白了任仁发画这肥、瘦二马的用意之后，再仔细观察，就会发现，作者在画中还安排了一个不大为人注意的细节，那匹肥马马首挽着笼头，但是缰绳却松开了，拖在地上，而瘦马不但有笼头，缰绳还套在马颈上。一匹是没有约束的脱缰之马，失去了控制，就会无法无天，鱼肉百姓而肥己。另一匹是有约束的拴着缰绳的马，有了管束才能尽心尽力，克勤克俭。在这里任仁发似乎又进一步阐述了自己对于官吏管理的看法，其用心可谓十分良苦。其深刻含义就是如果一个社会缺乏了某种监督和制约的机制，腐败就将滋生。,https://img.dpm.org.cn/Uploads/Picture/2018/05/11/s5af5084f565d7.jpg,任仁发,故宫博物院
绘画,任仁发张果老见明皇图卷,元,绢,纵41.5cm，横107.3cm。,人物,此卷是元代画家任仁发人物故事画的代表作。图绘传说中的“八仙”之一张果老及其弟子谒见唐明皇的故事。画面截取张果老施法术于明皇前的片断。图右侧一老者坐绣墩上，着青衣，双掌向上，面带微笑作言语状。身前一小童于布袋中放出鞍辔皆全的小驴，驴作奔跑状。左侧一人着黄袍，戴幞头，坐于椅上，头略低，对所发生的一切表现出关注的神情。此人身材壮伟，面相庄严，显然是唐玄宗李隆基。其身后站立的四名侍从神情各异。全图设色明丽古雅，人物表情生动细腻，瞬间的动态表现得极为成功，小驴的奔跑构成了全图的视觉中心，将所有人的目光集中于此，增强了画面的故事性。张果老的沉着自如，唐玄宗略带惊讶的神情，表现得恰到好处，体现了元代人物画高超的艺术水平。本幅左下款署：“云间任仁发笔。”下钤“任氏子明”印。画面中部有清弘历题七言诗一首，末款“甲申夏六月上浣御题。”本幅钤“金匮宝藏陈氏仁涛”、“希世有”及清内府乾隆、嘉庆朝鉴藏印计12方。隔水钤“金匮秘笈”、“太上皇帝之宝”、“乾清宫宝”鉴藏印。后纸有元康里巎巎、危素题二则，款下分钤“子山”、“正斋恕叟”、“危氏太朴”、“世外玄赏”印。又钤“仁涛铭心绝品”、“金匮室”、“仁涛”、“金匮室主”等鉴藏印4方。《秘殿珠林·续编》著录。唐玄宗（685—762年），即唐明皇李隆基，712年至756年在位。执政前期，社会经济有所发展，史称“开元之治”。后期朝政日渐荒废，终致“安史之乱”爆发，遂被尊为太上皇，后抑郁而死。《周礼》官名，掌管王室库藏。清代内务府简称“内府”，管理皇家事务。清代中央修纂图籍的管理机构——武英殿修书处隶属内务府管辖，故武英殿刊刻的书籍或翰林编修们缮写刊刻的图书习惯上称为内府刻本或内府写本。幼肄业国学，博通群书，自幼受汉文化熏陶，其一生为官，多为文职。曾先后任秘书监丞、秘书大监、集贤直大学士、奎章阁大学士、翰林学士承旨、知制诰、知经筵事等职。工书法，楷书师虞世南，行、草书学钟繇、王羲之，是当时著名的少数民族书法家之一。危素（1303—1372年），字太朴，一字云林，临川（今江西抚州）人。博学，善文辞，明洪武二年（1369年）授侍讲学士知制诰。善书法，曾受康里巎传授，工楷书、行书、草书诸体，尤精楷书。《明史》卷二八五有传。,https://img.dpm.org.cn/Uploads/Picture/2017/04/01/s58def9e9872d9.jpg,任仁发,故宫博物院
绘画,任熊十万图册,清,金笺,纵26.3cm，横20.5cm。,山水,《十万图》册是任熊晚年创作的10幅山水精品，因题目均以“万”字起首而得名，即“万卷诗楼”、“万点青莲”、“万峰飞雪”、“万笏朝天”、“万竿烟雨”、“万松叠翠”、“万林秋色”、“万壑争流”、“万丈空流”、“万横香雪”，以寓至多尽善、完满俱足之意。该图册多取材于苏州太湖一带的山水而内容又有所扩大，如“万笏朝天”、“万横香雪”即以苏州天平山和香雪海为素材，“万点青莲”描绘的应是杭州西湖的景色，而“万丈空流”、“万竿烟雨”则是想象中的海岛和潇湘奇景。总之，画家是以“十”、“万”来概括天下美景与赏心乐事。作品笔法细腻，构思精微，意境深邃，并富有装饰趣味，于写实中充满浪漫情调。尤其是作者充分运用金笺纸的底色作用，使青绿设色逾显得绚丽多彩，浓艳华贵而不失雅逸的艺术效果。,https://img.dpm.org.cn/Uploads/Picture/dc/10627[1024].jpg,任熊,故宫博物院
绘画,任熊花卉四条屏,清,纸,纵140.7cm，横32.7cm。,花鸟,这是一组条屏，由《夹竹桃鸡图》、《桃柳双燕图》、《紫藤图》、《菊石图》4幅构成。作品内容取材于自然，风格写实。《夹竹桃鸡图》轴，作于清咸丰三年（1853年）画家33岁时，但已属其晚期作品。本幅上无作者款印。夹竹桃枝干秀丽挺拔，花朵盛开正艳，婀娜妩媚，一只山鸡悠闲地在山石上休憩，神态娴静。画面设色淡雅，花与鸡相得益彰。山石轮廓多用中锋，转折明显，墨色变化自然和谐。石面墨色浓淡不一，鸡羽则以大笔点染，夹竹桃花叶色彩鲜亮浓郁，使画面极富整体空间感和层次感。《桃柳双燕图》轴，本幅上无作者款印。杨柳青青随风摇曳，桃花几株隐现其中，枝头上两只燕子正欢快地嬉戏。画家巧妙地通过弯曲的柳条和燕子的上下飞舞增加了画面的动感，暗示出轻拂花柳的春风。画面风貌写实，设色明丽，色彩对比柔和，桃花在柳条间若隐若现，成为画面中最明丽的亮点，可见画家在色彩运用上的娴熟技艺。《菊石图》轴，本幅自识“癸丑重阳前一日任熊渭长画于不舍”，钤“渭长”朱方印。按“癸丑”为清咸丰三年（1853年），时年画家33岁。此画作于重阳节前一日，以秋色为背景表现了几方湖石与黄紫相间的数株菊花相依的情景。菊花花叶以水墨晕染、墨笔勾筋而成；湖石以淡墨大笔皴擦，浓墨点苔，表现出苍硬的质感。菊石相伴，刚柔相济。画面风貌雅致脱俗，石与花相映成趣，充分地表达了肃杀的秋意，而设色的花瓣却巧妙地调剂了画面的冷寂，黄与绿的色彩使人觉得神清气爽。《紫藤图》轴，本幅上无作者款印。一株紫藤轻垂在湖石旁。紫藤作靛蓝设色，明艳动人，秀美高雅，而湖石则以大块水墨渲染而成，不加勾勒，纵横的墨色呈现出南方湖石的润泽之貌。此幅作品的构图于四屏中最为绝妙。天下湖石之美以太湖石为最，而太湖石中则以漏、透、瘦、皱者为绝品，此幅中之湖石正应漏、透之妙。隐于其后的紫藤依稀可见，其若隐若现之美使人浮想联翩。此幅作品为四屏中最精致之作。古建筑彩画绘画的一种题材。清代中期之前多画绿叶子花卉，清代晚期画黑叶子花卉。,https://img.dpm.org.cn/Uploads/Picture/dc/15452[1024].jpg,任熊,故宫博物院
绘画,任熊大梅诗意图页,清,绢,纵27.3cm，。,花鸟,此为《姚大梅诗意图》中的一开，是任熊依据姚大梅“内家汉戏秘秋千”诗意所绘宫苑女子荡秋千的场面。唐宋时代，秋千成为专供妇女玩耍的游戏，以练习轻捷、矫健之态。打秋千时，人在空中荡来荡去，翩翩若飞，饶有趣味。图中女子着汉装，为宋时形制。其中一女子身穿盘领窄袖袍，腰系抱肚，束红色革带，为男装打扮，暗指女子也谙熟武艺，有巾帼不让须眉的神采。此图在绘画技法上以传统的状物勾勒敷色法为主。线条用逸笔写出，设色明丽，有平面效果。局部采用西法，秋千柱子架构比例合理，女子间的位置经营适度，有透视效果。作品反映出画家对中西结合绘画风格的探索。任熊（1823—1857年），字渭长，号湘浦，浙江萧山人，寓居上海卖画为生。其受父影响，自幼喜爱绘画，曾从民间塾师学画肖像。后赴各地卖画为生，临摹了杭州孤山圣因寺五代贯休的十六罗汉石刻画像等，画艺日益精深，又在浙西名士周闲和宁波姚燮的家里遍临前代名家的书画佳作，逐渐形成自己兼具传统绘画及民间绘画之长、富有创造性的绘画风格。他的绘画技艺多样，人物、花卉、山水无所不能，工笔、写意兼长。其人物画法学明代画家陈洪绶，线条圆劲，形象夸张，多以历史故事和仕女为题材。其花鸟画工笔重彩与没骨写意兼收并蓄，将民间艺术与文人画的笔墨融为一体，格调清新。所作山水数量不多，但均构思妙异，布局奇巧，笔墨精微，色彩缤纷。他以笔致清逸、画风高古及构思巧妙为画坛所重，与同时代的朱熊、张熊合称“沪上三熊”，又与任薰、任颐、任预并称“海上四任”。传统中国画的技法名称，指用墨线勾画物象，不施任何色彩者，名为“白描”。古建筑彩画绘画的一种题材。清代中期之前多画绿叶子花卉，清代晚期画黑叶子花卉。“仕女”始称“士女”，其原初的语义指未婚的男女，后来泛指男女。至唐代，朱景玄在《唐朝名画录》中记录绘画作品时已开始用“士女”一词，它代表了一种题材内容，在当时，这类画作主要内容是描绘贵族妇女。宋代以后，“士女”与“仕女”并用，而“仕女”一词渐为流行，其义指相貌秀丽的美女。游戏器械的一种。明代宫中荡秋千为清明节的重要娱乐活动，以清明节为秋千节，坤宁宫及各宫皆安秋千一架，宫人相邀嬉戏。清朝，宫中后妃们也非常喜欢玩秋千。绘画造型术语，以近大远小的规律科学地展示人物和景物的空间关系和远近层次，达到与现实生活的一致，成为写实绘画的基本法则。,https://img.dpm.org.cn/Uploads/Picture/dc/56251.jpg,任熊,故宫博物院
绘画,任熊姚燮诗意图第一册,清,绢,纵27.3cm，横32.5cm。,花鸟,此套共十册，每册十二开，每开除录有姚燮诗句外，还分别钤“熊”朱文印或“渭长”白文印。册页最后另有四开，分别有任熊、熊松之、吴云、沈钰、曹峋、李鸿裔等人题跋。据任熊自跋，作品完成于咸丰元年（1851年），时年29岁。这套共计一百二十张的册页是任熊在友人姚燮家里居住时为主人所画。,https://img.dpm.org.cn/Uploads/Picture/dc/50236.jpg,任熊,故宫博物院
绘画,任薰停琴待月图扇页,清,纸,纵18.7cm，横52.8cm。,人物,扇页有自题：“达夫仁兄大人雅属。阜长任薰写于吴门。”钤“任薰”白文印。此幅构图简约，前景绘泛黄的树叶和凋零的枝干，表明时为红衰翠减的深秋季节；后景绘一老者独坐船头手抚琴弦的情景。萧瑟的秋风佐以琴音，给人以寂寞的情怀。任薰的人物画受任熊和陈洪绶的影响较大，造型夸张，不失高古之态。,https://img.dpm.org.cn/Uploads/Picture/dc/59673[1024].jpg,任薰,故宫博物院
绘画,任预十二生肖图册——兔,清,纸,纵32cm，横38cm。,花鸟,画心右下角钤“立凡”朱文方印。此图采用左、右角上下呼应式构图，三只小白兔及竹叶居于画面左下角，一轮明月高悬画面右上角，明月的非完整式构图颇有现代艺术风格。所绘白兔造型准确，任预运用中国传统的晕染技法，将白兔的形体立体感表现得淋漓尽致，兔子红色的双眼更是起到了点睛激活的作用。竹叶为墨线双勾填色，圆润的线条与月、兔模糊的线描形成实与虚的对比，而其青翠的绿色则丰富了全图的色调，也为画面增添了清新的活力。中国传统文化中以12种动物配十二地支为对应：子为鼠，丑为牛，寅为虎，卯为兔，辰为龙，巳为蛇，午为马，未为羊，申为猴，酉为鸡，戌为狗，亥为猪。后则为人生在某年即肖某物。印度、希腊和埃及也有所谓十二生肖，但与中国不同。,https://img.dpm.org.cn/Uploads/Picture/dc/53824[1024].jpg,任预,故宫博物院
